TK20-2;TK20-3;TK20-4;TK20-5;TK20-6;TK20-7;TK20-8;TK20-9;TK20-10;TK20-11;TK20-12;TK20-13;TK20-14;TK20-15;TK20-16;TK20-17;TK20-18;TK20-19;TK20-20;TK20-21;TK20-22;TK20-23;TK20-24;TK20-25;TK20-26;TK20-27;TK20-28;TK20-29;TK20-30
107;195;271;381;65;302;17;39;2;192;160;133;1520;173;307;32;1;17;0;157;130;76;287;291;112;57;0;10;14
6818;1411;256;36;24;62;35;17;8;2115;12468;1196;1298;97;93;35;3;40;3;1066;8262;857;140;81;66;42;4;10;20
4623;4675;4748;727;297;480;140;178;111;1731;9901;4488;29084;386;1626;211;62;138;8;884;6467;3878;5289;925;546;408;4;131;219
374;322;274;203;159;43;7;12;5;137;503;244;1069;115;210;23;5;10;0;78;401;184;95;249;108;47;0;9;35
785;674;891;53;9;33;5;43;15;699;1064;604;4657;20;110;19;8;14;4;518;1190;306;492;30;35;55;0;26;18
5882;136;220;444;107;201;12;22;23;2012;10126;99;1077;360;4912;153;5;8;7;1501;5766;110;195;1427;703;1466;6;16;38
15046;7992;2640;827;223;532;255;344;135;5055;31144;5746;18339;486;1905;306;77;203;12;2977;17537;5362;2418;1705;783;627;22;165;213
1776;2117;2199;610;119;718;75;111;48;2084;3478;1361;13876;293;3154;323;35;48;1;2035;2156;1154;1790;1020;612;835;2;56;78
773;380;559;5;12;22;6;2;6;947;1203;325;3307;9;18;3;0;16;1;453;977;244;418;17;24;7;0;10;8
382;373;171;9;2;30;2;7;3;795;511;317;1480;9;24;3;0;7;4;515;486;196;118;13;16;8;0;4;8
5859;2704;57;3;9;70;11;9;13;513;10746;1603;345;11;40;10;3;19;5;227;12545;1540;14;26;9;5;1;8;9
2284;1357;266;71;95;579;112;28;7;430;4589;910;1742;46;873;255;19;33;0;267;4887;1072;199;150;129;253;2;17;27
2300;4518;23121;15847;2890;418;844;58;76;2762;4057;4446;133887;5105;7119;177;20;53;28;3191;2441;2901;16901;5314;10346;1884;2;106;163
678;186;124;78;7;12;6;4;2;407;973;190;710;200;63;8;1;8;1;161;587;148;168;59;24;17;0;3;5
733;595;1219;28;17;24;21;12;12;1251;1190;716;10123;44;83;7;2;7;2;639;925;279;1023;296;36;46;0;4;14
1090;1160;1610;4960;487;2401;663;1967;89;671;2327;1264;8835;2350;7879;2009;2832;1676;13;438;1699;843;1344;1963;4012;2163;88;1001;229
46;99;250;291;42;348;176;276;31;78;123;91;1799;112;626;170;585;204;2;27;52;83;388;158;136;188;5;94;32
37;48;27;24;87;1191;223;277;16;27;75;34;139;55;550;465;38;151;1;8;34;37;40;87;52;232;0;60;16
44;22;39;30;53;356;71;69;7;19;55;23;206;14;236;124;15;65;0;4;38;16;71;36;46;39;0;15;10
112;87;206;311;53;270;146;274;34;61;300;92;1233;106;358;161;265;178;0;19;157;72;323;103;151;100;2;132;42
136;125;247;445;80;226;163;394;14;87;382;113;1586;228;457;77;38;266;2;41;201;119;492;268;272;118;1;122;22
103;82;48;38;20;137;70;186;11;47;199;54;255;12;115;52;13;121;0;11;117;61;58;24;24;36;0;40;15
4744;1766;290;26;15;32;13;188;8;1085;9418;1590;1844;37;28;2;3;23;1;293;6376;1014;119;21;6;8;0;23;99
8121;8668;9112;1907;3170;3406;1552;431;64;1409;14468;4751;43104;2298;9646;1815;670;450;4;726;12303;4887;11897;5393;2392;2071;622;293;593
96;44;55;12;116;68;205;140;433;78;195;21;316;1;203;33;215;75;0;48;154;43;101;57;23;62;15;43;182
1484;990;155;24;29;78;79;80;11;606;1726;398;617;41;164;35;26;54;1;538;1472;547;129;83;59;34;1;29;29
2170;2279;1448;544;527;502;337;72;14;275;3948;1226;5580;488;1428;309;186;64;2;169;3365;1240;1457;956;831;438;133;51;123
792;200;249;207;5408;26885;6857;1980;29;608;1046;67;1380;95;7433;13138;4387;2750;16;265;839;107;444;283;264;1912;38;710;143
48;35;47;72;210;2053;600;483;387;48;140;14;201;56;1343;813;82;332;0;29;69;24;43;193;163;436;7;219;361
1260;678;782;629;225;612;415;746;195;767;2272;563;5575;962;3290;392;253;385;5;457;1689;389;934;2452;1398;1409;25;487;162
2731;1794;1294;379;179;939;508;1356;471;7179;4300;1674;7530;911;3211;1964;412;642;37;7106;3076;1038;1442;2546;1835;10600;123;1002;488
652;1592;1648;1369;1251;5907;372;164;42;599;1062;1312;9678;813;10500;2461;88;103;1;250;836;975;2101;2440;2180;3061;16;75;114
10;4;44;14;2;34;8;13;10;675;43;0;239;9;199;217;31;7;2;686;105;0;11;21;36;244;1;3;10
11;10;5;17;4;1325;8;6;2;153;16;1;72;7;112;123;18;9;0;105;8;3;7;50;7;7;0;25;18
278;323;218;11;21;63;10;20;8;1248;406;231;1786;17;236;50;11;14;4;1582;511;223;179;66;73;78;0;28;16
89;47;38;62;116;2298;565;484;19;34;148;58;247;35;925;558;327;602;1;20;105;39;55;70;40;165;3;272;15
188;61;55;70;238;10778;2394;1845;37;55;349;67;426;47;1660;2548;1731;2691;8;37;221;31;71;80;61;702;19;1687;57
49;35;30;43;48;142;37;98;0;27;91;28;487;17;515;46;40;42;0;8;61;19;28;70;16;41;0;45;5
36;30;130;59;44;42;26;71;60;252;88;54;720;30;582;30;1483;25;7;164;50;34;154;124;48;58;1;157;619
2164;907;724;164;61;212;139;288;89;1252;4554;748;4319;261;1033;138;104;156;3;702;2953;575;855;948;399;503;8;175;86
2065;3584;3542;353;6095;327;169;119;81;1691;5143;2275;19528;915;3823;263;170;144;16;2249;2518;2677;11111;1029;296;843;62;85;181
4053;2772;1261;830;2674;725;154;322;111;776;8401;2492;5517;518;23960;1078;139;157;4;382;5549;1973;959;772;946;1554;19;166;139
30;13;14;25;6;9;3;3;1;250;26;13;111;17;42;2;1;0;0;228;24;21;18;44;14;11;1;3;3
496;297;768;2216;306;288;127;45;18;74;806;277;3934;830;3669;182;37;25;1;22;634;358;779;953;3485;1031;11;27;105
477;416;488;58;10;30;19;1;16;609;735;242;3257;48;50;7;3;13;1;394;478;292;468;101;40;16;0;2;9
530;363;449;208;41;69;22;2;5;350;949;277;2479;90;427;23;7;6;2;190;499;249;423;239;159;105;0;9;23
897;462;455;54;22;22;17;6;2;904;1210;301;2056;24;45;8;5;5;5;559;777;345;442;214;26;20;0;10;8
1301;895;946;93;25;45;24;17;9;2049;1939;563;4826;54;120;13;6;15;3;1356;1183;457;1063;399;76;41;0;27;39
37;37;74;201;54;254;246;3226;488;382;39;29;524;729;2595;244;182;1083;0;169;24;27;42;2023;1780;2303;117;3082;659
522;418;248;35;13;54;22;23;26;377;577;315;1333;42;88;22;6;3;1;196;454;278;254;118;30;35;0;48;70
2244;2786;862;1517;105;114;20;49;22;937;6048;3098;2702;1098;1412;56;38;29;6;597;4029;1816;153;665;746;273;8;23;55
6185;6853;1856;2642;221;266;176;363;110;2116;12986;6420;4868;2930;2481;130;169;212;10;1309;10906;3898;373;1698;1590;482;13;260;212
378;140;203;327;24;20;34;8;2;307;628;163;2011;659;277;41;30;11;0;182;539;93;86;64;231;212;0;5;22
846;444;523;1929;269;4080;554;552;103;779;1547;412;4316;1156;15613;2138;279;318;2;304;1313;348;372;1742;2052;2986;16;453;125
356;263;577;51;17;23;28;7;5;381;513;251;2308;170;267;103;17;15;5;246;437;220;287;175;61;189;9;4;11
35159;12215;2166;765;340;275;230;62;38;6685;67554;9070;9772;1171;755;181;36;125;13;3560;50804;7453;1061;640;954;385;3;65;110
341;95;94;197;456;2131;1361;2341;592;60;600;72;583;176;3588;1565;4256;1724;7;22;477;65;116;335;246;831;56;1169;325
1302;2093;436;145;25;135;15;6;8;1832;2484;1753;2244;127;350;68;10;12;2;633;1454;1094;261;72;89;75;0;4;8
299;303;633;30;39;114;146;116;39;1111;538;224;5187;43;235;84;90;62;4;1220;400;222;819;290;75;120;8;67;66
743;303;492;375;65;355;29;150;19;1549;1140;219;3059;237;1793;194;33;104;8;1101;872;242;823;849;451;529;8;88;55
1064;1003;1261;1106;221;4441;530;2756;1033;2872;1865;740;7504;528;10499;2199;1064;1080;9;2206;1132;588;2070;1495;1449;3424;116;1345;704
291;145;190;131;43;558;73;495;164;2099;425;124;965;48;1286;320;141;155;1;1252;260;86;238;192;206;376;10;191;121
3724;6442;4032;1874;608;2714;586;209;34;1361;8365;6242;20521;1338;7634;1348;491;207;10;680;5334;4713;4532;2569;1479;1578;11;100;198
116;77;59;16;5;11;4;4;2;1109;212;66;323;10;55;9;1;6;5;1636;99;67;77;44;44;22;1;3;5
5042;4745;2276;763;228;1763;256;221;36;2291;10114;3493;12450;766;2577;770;383;147;6;1408;10307;3990;3226;2260;1047;1082;32;176;128
689;773;243;19;2;13;10;5;2;228;1486;540;1187;20;48;3;2;5;1;102;914;624;242;60;13;26;0;2;6
1218;1559;678;10;41;36;20;19;6;1103;3124;1436;5479;14;38;8;2;15;4;365;1849;1132;914;48;21;12;0;18;20
96;62;87;3;1;4;5;11;25;730;175;59;529;2;10;2;3;7;0;895;113;62;124;28;30;12;0;8;23
278;575;5554;2603;353;2300;161;258;50;322;789;647;34363;2593;9178;1164;697;172;4;118;260;613;5235;2154;2958;4434;69;139;216
184;454;2159;751;158;782;95;107;24;184;371;473;14382;1076;2961;405;128;56;0;80;231;300;2559;1335;693;2266;44;55;109
2331;5810;2007;26;51;155;27;49;18;407;4185;4136;9466;55;193;52;9;33;6;163;2303;6017;1426;188;71;85;0;42;85
1128;1140;2329;2615;297;733;188;177;48;683;2435;1068;16023;1997;3641;496;656;109;1;414;1857;637;2182;2383;1944;791;17;73;133
181;128;745;117;23;58;18;20;2;226;370;154;4897;202;325;49;18;18;0;91;236;73;695;443;116;88;2;4;19
435;302;650;233;42;399;99;166;16;536;898;325;4859;129;1393;238;216;175;1;286;641;251;557;257;216;487;2;138;50
1094;987;2438;1054;258;427;95;275;91;999;2791;928;15027;865;4879;264;192;143;5;640;1875;670;2512;1362;1024;1194;12;115;176
108;215;3357;4839;70;106;40;63;7;86;228;244;22561;2100;1186;64;48;41;2;42;80;164;4422;166;4480;314;6;27;46
178;181;163;32;14;26;11;11;4;286;372;142;781;46;31;7;2;8;0;126;215;100;131;51;7;7;0;0;11
273;268;179;131;73;357;147;294;33;298;666;255;1017;72;1046;259;187;164;4;121;351;283;228;126;107;385;8;132;36
273;348;264;429;106;884;222;475;49;375;610;313;1451;988;9336;1310;718;309;6;134;333;277;312;2238;5163;11214;34;249;124
150;132;588;731;69;735;168;461;19;165;300;121;2510;331;3408;1240;207;204;3;156;239;66;767;994;805;1007;16;195;63
491;2327;1609;11;39;121;43;57;30;862;691;1778;12788;26;152;51;31;56;7;723;470;1482;2287;434;33;81;1;40;73
1283;2049;7463;416;83;167;128;225;192;1630;2284;2413;36353;1799;1383;68;30;122;8;2053;1795;1839;9407;3114;714;829;17;263;189
319;304;185;471;104;315;65;154;85;931;529;171;831;373;1051;139;273;90;5;1364;541;227;141;640;683;363;6;174;120
85;15;269;9;8;40;18;24;10;362;119;40;1170;8;83;45;15;24;2;357;41;21;319;153;29;64;0;13;8
1227;7612;665;89;113;262;57;407;361;7737;2067;8553;4131;100;539;92;43;147;15;2810;1717;3496;420;136;171;186;6;231;410
33;35;229;178;13;64;22;137;17;1429;69;27;1326;196;794;37;59;58;6;2446;62;26;438;1111;285;289;8;79;25
1175;1772;2205;52;38;122;77;212;36;594;2151;1216;10251;38;310;73;24;109;6;494;1670;1263;2262;435;54;80;1;94;104
108;96;62;27;10;36;28;39;3;124;394;54;426;20;336;53;14;30;0;89;200;49;113;38;48;74;0;18;6
2078;944;1699;484;76;315;44;23;29;2359;3301;789;9977;588;1389;271;56;18;5;1312;1525;586;1200;900;242;654;16;23;89
125;145;141;58;32;22;24;8;4;73;234;126;1120;86;596;10;9;19;0;37;154;110;202;52;58;76;1;16;7
272;378;318;102;73;83;59;68;22;199;571;329;1743;133;4836;102;82;83;1;99;373;270;400;387;740;578;11;105;20
153;188;205;40;8;17;14;2;4;134;367;178;1616;32;64;1;5;6;0;41;235;109;387;105;28;9;0;0;11
478;340;156;1160;285;1852;606;10750;44812;309;732;139;781;220;3337;861;3732;3188;26;294;365;157;90;393;963;671;68;14362;23145
2290;2451;204;58;14;55;24;15;11;512;4272;2510;1518;130;249;16;2;17;1;425;4100;2426;245;281;144;111;0;7;25
40;54;111;117;30;239;63;146;20;65;90;37;563;53;1253;85;15;56;0;44;66;37;140;142;125;716;10;74;39
69;47;83;39;8;73;31;53;15;17;158;30;470;51;274;48;61;27;0;22;54;29;133;36;36;81;2;31;9
396;379;876;29;13;31;6;25;5;271;719;445;3614;65;45;5;1;9;0;116;644;274;632;178;20;19;2;14;33
207;416;4127;315;146;252;24;75;36;835;488;508;27851;262;2592;111;40;78;2;631;332;254;2999;547;341;888;4;46;136
7770;7605;2190;234;2343;7616;929;365;65;817;13643;7375;14202;117;15976;3680;1719;374;10;218;13316;5789;2648;380;273;2808;7;193;171
15;2;6;17;4;5;4;6;7;326;20;3;28;30;57;1;4;15;0;403;4;5;11;19;24;9;0;3;8
292;113;173;1605;520;1775;313;343;93;155;594;76;695;202;11489;1227;410;343;0;73;202;115;112;565;759;3402;13;276;137
267;180;78;19;342;680;59;11;4;112;713;182;445;7;890;206;7;8;0;33;499;103;85;18;17;109;0;13;7
870;660;2924;855;264;442;69;358;78;810;1866;648;17590;758;3039;258;119;137;4;370;1085;418;2599;1743;998;816;14;117;126
577;481;126;157;5249;10236;589;537;251;312;696;237;431;60;31837;6670;439;255;4;182;630;223;91;108;283;5650;7;156;123
9;10;9;0;0;0;1;0;0;1;21;2;326;1;2;0;0;1;2;0;16;2;41;1;3;0;0;0;0
732;235;70;2;1;2;1;1;1;161;1514;190;306;1;12;3;0;3;0;62;1117;272;52;3;2;5;0;4;2
646;362;310;9;5;19;3;9;4;187;1429;411;2301;18;32;10;0;9;0;91;1018;341;85;22;13;12;1;6;1
3024;366;129;58;91;221;36;17;4;145;4759;330;733;63;367;98;7;11;2;41;4577;178;122;141;52;80;3;9;17
194;362;4231;111;211;514;37;101;18;296;192;482;16663;54;2292;201;187;125;2;96;127;356;1998;114;20;180;4;192;36
985;2228;903;298;41;87;51;13;8;989;2029;2067;7887;472;162;19;3;20;3;450;954;1456;1061;654;279;106;1;14;59
1630;3238;6026;1940;301;1049;511;132;51;1352;3152;3478;48176;2037;2426;430;202;179;11;696;1746;2147;6332;5736;1978;1475;12;116;323
1407;1766;1974;84;83;118;34;31;20;1148;2807;1885;21049;152;242;18;11;57;4;430;1887;1256;2365;407;148;106;0;35;89
1393;1400;1877;295;90;1333;208;1332;171;844;2101;1562;10052;498;6207;1121;406;651;3;420;1469;999;1312;3076;465;2596;147;693;236
47;28;100;115;1;70;33;25;1;111;94;16;238;28;410;52;62;17;0;91;63;10;40;21;45;161;3;27;4
487;446;283;264;19;27;22;8;12;609;1580;469;1016;301;390;7;1;9;1;1071;540;369;299;268;195;123;0;57;17
2;17;5;4;0;17;61;7222;1193;8;5;4;13;2;64;20;53;3564;0;14;0;45;2;6;14;27;18;16714;590
2026;1309;219;51;17;95;28;13;17;2108;5016;1031;1532;61;118;28;3;7;6;1464;3268;884;205;186;59;43;1;17;59
110;161;37;72;373;3860;699;636;12;14;188;96;253;89;2953;1858;761;317;0;5;91;115;25;183;181;448;10;293;40
1444;962;416;186;1102;1332;178;72;8;178;3218;543;2212;137;4636;557;220;79;2;100;1833;702;587;333;154;325;10;38;52
67;30;21;42;8;75;39;62;0;117;114;23;161;9;111;42;78;40;0;98;53;25;69;23;19;42;4;11;5
279;100;195;192;556;200;203;809;632;459;434;93;1137;211;1396;293;1399;286;3;552;258;55;195;887;221;615;46;814;519
869;702;1237;1083;627;894;592;1320;1205;1282;1665;601;7219;767;3559;648;1780;616;6;1704;1270;567;1269;1877;1213;1418;108;1243;1320
62;23;31;55;205;1059;215;35;5;37;121;25;343;107;1019;485;30;78;1;2;128;24;89;251;531;325;4;31;50
13;3;6;28;28;93;9;14;2;264;16;3;51;6;146;30;29;10;0;766;10;7;14;19;46;63;3;22;10
50;60;69;236;85;177;59;280;190;124;148;62;605;286;1856;177;99;88;0;127;81;76;124;900;452;959;26;207;231
772;168;3323;132;159;352;23;21;39;1931;1070;188;22247;267;1924;126;20;26;5;1449;767;80;3560;702;517;1020;3;69;236
366;295;194;170;83;1315;566;312;259;653;427;281;692;49;1955;1247;7211;262;28;295;517;199;231;160;125;856;39;128;371
173;96;64;61;12;11;14;3;8;88;498;67;562;65;42;2;5;4;0;80;229;82;103;100;31;14;2;12;10
19;43;740;31;12;76;3;28;21;79;26;21;5068;122;844;20;6;8;0;91;37;24;666;2285;146;426;7;10;24
378;243;50;63;83;169;12;5;3;144;943;197;242;65;240;58;3;8;0;83;646;165;41;100;36;44;0;5;7
470;227;131;133;65;233;31;12;9;70;879;240;702;178;465;112;6;3;0;30;662;194;93;300;98;95;0;15;18
18;16;15;50;385;2500;138;68;60;56;23;13;620;249;3603;1545;45;30;0;101;18;8;39;85;110;1019;1;28;34
797;750;456;221;46;38;12;6;8;401;1495;625;2613;252;186;21;9;22;1;199;1133;745;406;389;189;39;2;12;35
1175;752;389;459;339;767;176;65;16;311;2625;524;2480;337;2168;386;44;42;2;136;1884;585;431;644;488;433;6;52;93
6700;11692;17553;7223;1004;1057;449;179;163;1231;12264;9552;101128;8540;5475;303;37;269;22;871;7866;6856;27061;5827;6209;2230;6;243;802
26100;45716;83438;27824;3991;3900;1742;691;690;4854;53045;36953;519442;31462;21186;1222;150;931;77;3769;30541;28581;128701;24663;23282;9080;28;1038;3455
1468;705;386;384;145;237;62;99;40;515;2797;553;2501;442;782;110;10;63;2;273;2153;563;344;907;291;275;11;51;55
98;126;148;235;44;902;105;640;258;278;169;74;716;69;2498;464;249;235;4;243;128;68;235;202;274;715;30;274;162
1187;862;560;78;70;192;121;273;38;507;2030;411;2915;127;432;81;13;149;6;253;1102;552;612;431;170;234;10;174;62
122;134;66;4;2;11;5;3;0;198;197;123;450;7;20;4;2;3;1;158;151;94;51;15;7;7;0;0;0
231;303;200;5;5;11;9;42;5;878;398;239;1044;18;10;6;0;14;1;507;311;133;127;10;34;7;0;2;10
292;226;107;14;5;39;13;28;4;1000;285;160;592;22;57;16;2;28;2;657;266;84;81;35;52;23;1;9;11
54;36;61;42;2;18;14;12;3;103;107;36;431;62;183;10;3;1;0;110;84;19;36;66;33;76;0;8;12
1569;1722;1412;758;158;337;168;625;330;2061;2966;1496;8752;513;2201;254;111;233;4;2193;2174;1077;1235;1364;637;696;30;226;216
8052;3199;4450;1614;4971;3859;1835;3441;4068;388;10776;1924;23186;2626;15311;2286;2705;1773;11;110;8642;1680;4007;5089;1985;1190;29;2387;2070
19326;9570;12798;4566;22706;14139;6047;7636;2460;1211;27494;5825;59935;8854;50591;9405;1861;3407;26;839;20132;5062;9915;15792;5595;3850;51;2607;1809
8117;14335;1572;62;92;250;80;71;27;979;16207;13363;8475;29;180;46;17;41;21;277;10696;13280;1144;120;39;70;3;39;95
973;1066;973;34;51;356;376;286;23;106;1563;627;4405;26;226;140;157;84;1;98;1555;620;442;89;36;103;4;84;145
55;41;16;12;3;13;0;0;2;349;65;1464;190;29;8;0;2;0;0;190;41;23;8;3;5;1;0;2;4
20;69;16;152;121;113;234;3177;3620;108;30;17;96;33;403;144;1704;1651;11;107;8;117;17;2963;24;187;94;4622;3388
5;5;11;38;158;3354;1044;2140;87;17;7;3;78;5;1601;1067;1476;921;14;14;6;1;56;34;109;348;17;445;74
1258;856;349;1263;799;1469;16247;20895;1072;675;1741;520;2373;887;6124;1122;12392;21343;50;725;1235;406;1605;1296;828;1104;80;3343;827
1832;2479;1672;6258;936;3062;625;85;48;1257;3993;1912;11328;1800;5843;1839;92;103;7;691;2804;1846;1452;2141;3957;2056;9;101;220
393;493;536;267;84;72;11;50;15;425;581;328;2963;81;487;31;12;13;0;304;414;237;725;309;154;157;2;22;25
1527;1892;2568;67;38;93;54;147;64;772;2291;1154;13424;151;464;38;28;36;7;664;1957;1158;2886;333;86;189;14;76;92
1243;451;1110;132;53;71;10;29;35;556;1829;323;6089;83;157;20;11;23;3;682;1623;302;920;153;80;41;0;30;49
865;532;481;239;149;357;136;134;68;1429;1457;402;3769;309;1185;238;54;86;3;1041;1185;309;539;620;418;261;5;83;58
248;113;72;112;392;1996;89;263;90;159;584;96;673;64;4022;1044;125;108;0;77;328;58;89;107;227;1025;12;91;81
2441;2322;1876;5248;2263;5487;4116;6060;1782;1149;5326;2182;13694;3233;41321;5529;3771;3947;25;675;4075;1357;2145;5536;7927;10202;132;3483;1119
3439;3660;1370;3472;2568;12950;7053;15193;7499;1223;6250;3249;12337;4805;23859;7600;5751;7422;33;1061;4694;2504;983;6009;12591;11282;447;6623;4733
98;316;142;34;11;24;11;10;2;124;153;275;764;53;88;9;1;5;0;160;171;169;105;33;17;23;0;10;11
599;255;44;14941;9265;85296;7034;7217;626;80;1180;176;182;7707;130091;36521;2121;4399;16;34;822;164;17;16356;33785;39362;294;10761;904
561;125;273;27;40;37;26;5;0;329;816;76;2139;18;80;17;4;20;0;127;523;74;459;214;21;27;0;5;5
972;1216;468;1198;142;343;76;1407;48;162;2498;899;1556;1020;2144;383;1083;1066;6;49;1322;762;639;484;1465;551;82;368;56
835;377;101;991;46;3135;2651;2677;109;165;2488;229;288;223;2910;3974;23470;2026;83;42;1093;158;139;117;1232;656;274;778;198
1297;566;231;54;39;253;28;6;9;488;2349;296;1227;24;134;92;30;9;3;222;1115;447;324;98;36;42;2;6;18
1118;872;653;1124;408;3515;617;209;16;913;2558;921;3408;437;7474;2042;658;201;4;495;1486;583;875;801;1273;1549;16;77;49
2779;1238;715;166;901;190;186;40;15;1480;6558;591;3592;126;557;80;121;38;3;449;2647;966;592;116;61;56;4;23;46
298;264;38;19;44;449;367;289;20;54;650;166;248;10;336;200;40;174;0;25;349;134;60;47;28;86;3;81;34
1295;1347;2298;5132;5473;17070;5759;19835;1863;717;2287;934;10908;1773;35040;7919;7668;6732;40;581;1144;776;2371;3606;5087;9722;129;6449;1578
194;184;423;731;322;1331;232;661;245;217;402;148;994;239;4343;882;522;317;2;123;185;90;283;527;671;944;10;372;212
32;226;261;2290;87;818;210;314;125;104;71;162;1018;208;5506;372;465;478;4;66;37;137;152;682;782;1501;14;1327;162
222;445;675;5792;242;2558;562;1641;1569;539;713;786;3687;650;16474;1207;1498;1317;2;345;574;277;601;2713;2268;5510;79;3121;1661
2022;1432;4911;5626;1127;3649;689;171;12;1129;6059;1171;33823;6131;15114;1478;1137;161;19;732;2908;835;5111;5689;10277;4791;22;559;106
635;1161;2853;5285;2301;11785;4167;8897;1275;476;1073;1081;11784;2006;28366;6770;5628;4541;24;418;528;592;2736;4336;5242;10368;149;3154;1419
299;258;598;1842;314;2066;1289;2891;11;252;669;257;2020;700;9747;2112;3572;1727;16;243;227;215;1445;997;2040;2877;62;1412;85
2725;1740;3085;1650;526;345;120;66;25;1627;6440;1374;7639;1355;3175;228;247;149;11;968;4277;722;2237;4985;1992;1751;18;53;41
505;252;675;323;89;596;66;167;34;348;918;195;4121;268;2186;374;181;66;0;279;527;252;1031;843;593;412;10;60;55
926;950;645;1090;345;1473;92;236;42;1380;1986;676;3468;374;4772;1208;452;104;4;1329;939;605;746;722;1224;940;18;159;67
213;1190;1137;1264;558;9399;219;184;132;1758;281;918;5551;678;11306;4565;253;150;10;1713;152;779;647;1189;2674;3901;24;153;77
45;94;293;764;425;2534;1145;1717;96;244;290;109;1884;91;4321;1076;1153;1021;5;176;143;180;370;469;224;1072;24;441;173
76;292;347;2079;934;10841;4486;8304;630;233;344;203;3754;843;22544;17632;22364;1339;69;241;160;268;1049;4233;3892;13905;181;4084;1470
40;66;169;1313;144;948;218;731;215;140;81;51;505;202;9633;1066;1233;437;10;188;27;36;184;499;713;2731;29;887;313
132;158;545;1890;825;5247;1101;2956;783;238;242;149;1997;398;18285;3774;4316;2168;27;182;77;126;456;1636;1615;4710;77;3648;1095
394;305;264;851;96;924;240;581;6;307;562;209;1348;264;3041;696;324;366;1;145;158;235;448;477;745;606;12;294;26
234;118;138;358;9947;21231;599;274;103;135;353;85;564;73;102385;9784;260;212;5;119;241;64;142;120;545;11026;7;143;102
82;2960;24191;32250;295;72281;6772;1757;8058;309;282;7355;99599;68342;774848;41392;37935;29232;149;146;1322;6757;5094;388688;193897;274598;3383;52197;15282
309;208;842;8202;785;7016;913;2307;33;242;604;108;2353;778;16488;5205;2051;1275;11;173;176;75;654;1731;3866;4158;86;1230;86
11;127;232;1732;173;908;64;120;4;310;15;115;1133;132;1174;320;91;42;0;151;14;47;244;365;262;402;0;106;20
2878;1755;844;431;169;663;131;63;22;605;6446;1280;4207;301;2188;308;11;35;1;318;4609;1218;630;1011;445;573;4;12;60
175;27;512;147;85;234;64;67;25;248;348;14;4199;33;773;135;55;38;3;143;220;64;470;88;127;160;3;42;42
19;15;248;670;911;2382;1200;3514;1048;104;43;28;855;80;11003;1772;4412;2600;10;108;15;16;366;403;234;2739;52;2932;1125
578;1343;1496;1277;22;1029;58;494;5;246;328;269;4695;627;2125;618;1168;350;4;123;570;580;377;1268;1276;1151;49;242;30
1379;1249;1795;903;134;221;100;496;736;1156;2772;883;11369;715;867;99;78;197;10;694;2132;1193;1682;555;1045;289;9;236;573
273;100;312;528;34;125;94;17;2;319;479;83;1703;180;2468;74;33;89;1;316;162;231;468;518;339;844;6;17;8
